7.224287484510533153e-01,7.224264705882352811e-01,2.880554804002023461e-01,2.880530217647783164e-01,7.926473767302312685e-04,2.967359050445103966e-03,8.814941325546801505e-04,1.346542935636145001e-03,5.918367346938775420e-01,4.397590361445783413e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.444444444444445308e-01,6.395822454308094374e-01,5.695518593071299263e-01,7.345971563981043007e-01,1.545644823699886955e-02,5.696022727272725961e-01,7.713138118683596778e-01,0.000000000000000000e+00,3.663751612837159999e-01,3.706919431279620536e-01,2.691196844107356378e-01,3.152351849830841157e-01,6.325286055576511135e-01,3.642451759364359054e-01,1.000000000000000000e+00
4.337050805452292816e-03,7.965686274509803377e-03,1.601203828701793430e-03,1.598637809493591274e-03,3.537434573837395569e-04,1.052933856609553076e-03,2.754669164233375877e-04,5.505918128671115266e-04,5.510204081632652517e-01,3.734939759036144391e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,1.075718015665796251e-02,2.354062930395169062e-01,4.958152667137239455e-01,1.191434551601996267e-02,9.219764610389609150e-01,9.999999999999998890e-01,0.000000000000000000e+00,2.963933889036803326e-01,2.950521327014218320e-01,1.827318195693521385e-01,1.860198624904507159e-01,5.809757324280144797e-01,6.617480136208855890e-02,1.000000000000000000e+00
2.292441140024783011e-02,2.879901960784313902e-02,5.305548232087869097e-03,5.305403203729071142e-03,1.467380267665882631e-03,2.967359050445103966e-03,1.652801498540025418e-03,2.183818639784580479e-03,5.102040816326530726e-01,3.734939759036144391e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,5.712793733681461456e-02,4.608539040152558330e-01,6.369869920338812053e-01,1.658348092094670198e-02,4.772727272727272374e-01,7.492873801502978326e-01,1.000000000000000000e+00,4.204845679644458878e-01,3.424075829383886882e-01,3.282457087843708154e-01,6.552984830295754959e-01,5.548849490758204217e-01,6.111237230419976907e-01,1.000000000000000000e+00
2.416356877323420221e-02,2.757352941176470507e-02,7.364513251322161481e-03,7.368331017005101853e-03,2.843049268602647773e-03,3.733129127979324148e-03,3.030136080656713193e-03,3.346773456056699719e-03,3.622448979591836316e-01,2.831325301204818956e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,6.015665796344646377e-02,3.720733128509376431e-01,2.077241101139457313e-01,1.191434551601996267e-02,2.823660714285713969e-01,9.999999999999998890e-01,1.000000000000000000e+00,4.789358346816310896e-01,2.950521327014218320e-01,4.105008570690585890e-01,8.875914001964422262e-01,4.391424619640387217e-01,9.110102156640180748e-01,1.000000000000000000e+00
1.195786864931846355e-01,1.219362745098039186e-01,9.385833014607769531e-03,9.383882299282924472e-03,5.371659908419749128e-04,1.627261414760218430e-03,5.509338328466750669e-04,7.682576141619599499e-04,5.051020408163264808e-01,2.891566265060241392e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,2.977545691906005043e-01,3.852102977010276597e-01,9.160028234345063414e-01,1.191434551601996267e-02,6.262175324675324228e-01,9.999999999999998890e-01,0.000000000000000000e+00,3.324594998668769508e-01,2.950521327014218320e-01,2.445347171672106745e-01,4.134017243260940666e-01,5.346410159688167463e-01,1.409761634506242756e-01,1.000000000000000000e+00
8.983890954151177444e-02,9.375000000000000000e-02,1.191997335637803510e-02,1.191814257365193981e-02,3.995990907482984095e-04,1.722982674451995844e-03,7.713073659853450503e-04,6.472171388481778084e-04,5.561224489795918435e-01,4.216867469879518326e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,2.237075718015665571e-01,6.621464138150228163e-01,8.559040032267822840e-01,1.416841088391563100e-02,6.956168831168829669e-01,7.408655091992742969e-01,0.000000000000000000e+00,3.068589100292870575e-01,3.204170616113743986e-01,2.534106652264775383e-01,3.808796245771035593e-01,6.036715704765497348e-01,1.942111237230420284e-01,1.000000000000000000e+00
2.416356877323420221e-02,3.308823529411764747e-02,1.396536559625667986e-02,1.398363128049544095e-02,1.040267796898848920e-02,1.349669761654063473e-02,9.420968541678145097e-03,1.326743371071274595e-02,4.081632653061224025e-01,2.771084337349397630e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,6.015665796344646377e-02,5.848077126814281712e-01,1.169708581224160465e-01,2.254065367895668331e-02,1.344358766233766100e-01,9.774552993003368107e-01,1.000000000000000000e+00,5.940156061195649428e-01,3.871848341232227986e-01,5.231408645830887272e-01,9.367019535086762438e-01,4.751666037973091283e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.736059479553903717e-02,1.078431372549019523e-01,1.596414942400837741e-02,1.597946368230374059e-02,1.483757279581796561e-02,1.904853067866373387e-02,8.814941325546802806e-03,2.144383428618558060e-02,4.897959183673469274e-01,3.433734939759036653e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,2.175456919060052008e-01,6.582265070452377742e-01,2.747806796410204866e-01,4.636934471099661559e-02,1.923701298701298579e-01,8.792433272868619420e-01,1.000000000000000000e+00,6.255555327994756221e-01,4.973649289099526527e-01,5.082302110972831688e-01,8.513041580268471131e-01,5.383503080598516233e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.213135068153655433e-02,5.943627450980391858e-02,1.793130611495964699e-02,1.793380960831901169e-02,3.399867673743719662e-03,8.423470852876424608e-03,2.919949314087377876e-03,5.407222259990455103e-03,5.306122448979591066e-01,3.915662650602409478e-01,4.838709677419350541e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,1.048563968668407287e-01,7.166013348871702604e-01,7.588988605425027734e-01,3.912413459990339570e-02,3.799715909090908839e-01,8.079813423166622988e-01,1.000000000000000000e+00,4.947672394371966376e-01,4.713175355450237580e-01,3.904477892314556220e-01,5.893266397468077678e-01,5.925436942034452148e-01,9.997729852440409015e-01,1.000000000000000000e+00
5.018587360594795738e-02,5.392156862745097617e-02,1.970332209140139915e-02,1.970697231443573408e-02,2.574466273181660533e-03,4.977505503972432487e-03,3.195416230510715518e-03,3.556674722228069570e-03,4.693877551020407823e-01,3.433734939759036653e-01,5.376344086021500601e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,1.248041775456918828e-01,4.740968322915563027e-01,2.300090753251991527e-01,1.304137819996779510e-02,2.296063311688311404e-01,9.121534076185539019e-01,1.000000000000000000e+00,4.701497122493702441e-01,3.082085308056872197e-01,4.086693122314321025e-01,8.755320309942158374e-01,5.150257764365647750e-01,9.318955732122586877e-01,1.000000000000000000e+00
